date,pression de la boule,vide bouilleur,niveau bouilleur,depression,temperature E,temperature S,debit 29% E,debit54% S ,pression calendre,amperage AP04
09-Jan-23 07:00:00,2.378097773,87.34968567,90.06894684,,87.05325317,82.87610626,0.024515117,Configure,0.00,14.30407333
09-Jan-23 08:00:00,2.373747826,86.90944672,90.19941711,,86.91313934,82.76295471,0.024145326,Configure,0.00,14.15511322
09-Jan-23 09:00:00,2.369258165,86.0522995,90.26186371,,86.82966614,82.6134491,0.022829359,Configure,0.00,14.1553812
09-Jan-23 10:00:00,2.366762638,86.43976593,90.40570068,,86.69304657,82.50422668,0.023643199,Configure,0.00,14.22941685
09-Jan-23 11:00:00,2.375900984,87.22385406,90.36937714,,86.62404633,82.54816437,0.023054888,Configure,0.00,14.09544086
09-Jan-23 12:00:00,2.37048769,88.32123566,90.42046356,,87.10894012,83.04730225,0.024883069,Configure,0.00,14.38156319
09-Jan-23 13:00:00,2.359713554,87.43682861,90.08746338,,85.52577972,81.93979645,0.02467946,Configure,0.00,14.23581314
09-Jan-23 14:00:00,2.386028528,87.50640106,90.03373718,,83.82865143,80.39872742,0.020870786,Configure,0.00,14.19500828
09-Jan-23 15:00:00,2.387094736,87.48394775,90.29426575,,82.92861176,79.57341003,0.024408324,Configure,0.00,14.11306763
09-Jan-23 16:00:00,2.387223721,87.45639801,90.08164978,,82.18016052,78.83690643,0.021710506,Configure,0.00,14.18708897
